audit_id,meter_id,zone,action_timestamp,action_type,inspector_id,outcome,remarks,fine_inr,follow_up_date,related_alert_id
AUD-0003139,BSCM-000464,Indiranagar,2024-02-07 03:00:00,Meter Replacement,INS-0012,Pass,No access to premises,0.0,,
AUD-0003140,BSCM-000424,BTM Layout,2024-07-20 04:00:00,Meter Replacement,INS-0005,Pass,Meter seal intact,0.0,,
AUD-0003141,BSCM-000186,Rajajinagar,2024-06-18 22:00:00,Field Inspection,INS-0009,Pass,,0.0,,ALT-000590
AUD-0003142,BSCM-000372,Electronic City,2023-11-07 03:00:00,FIR Filed,INS-0013,Pass,Bypass wire found,0.0,,ALT-001965
AUD-0003143,BSCM-000442,Electronic City,2024-11-18 10:00:00,Reconnection,INS-0016,Pending,Seal broken — theft suspected,0.0,2024-12-20,
AUD-0003144,BSCM-000432,Electronic City,2023-03-29 02:00:00,Notice Issued,INS-0005,Pass,Bypass wire found,0.0,,
AUD-0003145,BSCM-000260,Whitefield,2023-07-12 22:00:00,Seal Verification,INS-0018,Fail,Consumer cooperative,0.0,,
AUD-0003146,BSCM-000021,Electronic City,2023-11-14 12:00:00,Notice Issued,INS-0006,Pass,Normal reading verified,0.0,,
AUD-0003147,BSCM-000370,Indiranagar,2024-11-24 20:00:00,FIR Filed,INS-0011,Pass,Meter dead — replaced,0.0,,ALT-002980
AUD-0003148,BSCM-000157,Indiranagar,2023-03-11 18:00:00,Tariff Update,INS-0010,Pass,Normal reading verified,0.0,,
AUD-0003149,BSCM-000381,Indiranagar,2023-06-24 06:00:00,Tariff Update,INS-0020,Pass,Seal broken — theft suspected,0.0,,
AUD-0003150,BSCM-000025,Hebbal,2023-09-09 20:00:00,Field Inspection,INS-0014,Pass,Consumer cooperative,0.0,,ALT-000484
AUD-0003151,BSCM-000476,Rajajinagar,2023-09-18 07:00:00,Meter Replacement,INS-0012,Pass,,0.0,,
AUD-0003152,BSCM-000142,BTM Layout,2023-09-08 08:00:00,Meter Replacement,INS-0002,Pending,Seal broken — theft suspected,0.0,2023-10-25,
AUD-0003153,BSCM-000295,Hebbal,2023-09-06 22:00:00,Physical Audit,INS-0008,Pass,Bypass wire found,0.0,,
AUD-0003154,BSCM-000300,Jayanagar,2024-09-05 13:00:00,Reading Correction,INS-0020,Fail,Meter seal intact,0.0,,
AUD-0003155,BSCM-000076,Hebbal,2023-04-17 07:00:00,Meter Replacement,INS-0015,Fail,Normal reading verified,0.0,,
AUD-0003156,BSCM-000267,BTM Layout,2023-02-25 17:00:00,Meter Replacement,INS-0013,Pass,Seal broken — theft suspected,0.0,,
AUD-0003157,BSCM-000365,Rajajinagar,2024-06-05 22:00:00,Reading Correction,INS-0002,Pending,Meter seal intact,0.0,2024-07-11,
AUD-0003158,BSCM-000215,Electronic City,2024-12-23 12:00:00,Physical Audit,INS-0003,Fail,Bypass wire found,0.0,,
AUD-0003159,BSCM-000268,Koramangala,2024-05-16 17:00:00,Physical Audit,INS-0004,Pending,Consumer cooperative,0.0,2024-06-03,
AUD-0003160,BSCM-000449,Rajajinagar,2023-08-04 00:00:00,Reconnection,INS-0014,Pass,Normal reading verified,0.0,,
AUD-0003161,BSCM-000212,Hebbal,2023-02-03 00:00:00,FIR Filed,INS-0004,Pass,Meter dead — replaced,0.0,,ALT-002133
AUD-0003162,BSCM-000245,Electronic City,2024-12-01 15:00:00,Disconnection Order,INS-0009,Fail,Consumer cooperative,0.0,,
AUD-0003163,BSCM-000356,Rajajinagar,2023-06-06 08:00:00,FIR Filed,INS-0016,Pass,Meter seal intact,0.0,,ALT-002448
AUD-0003164,BSCM-000278,Electronic City,2024-10-16 08:00:00,Meter Replacement,INS-0007,Escalated,Meter seal intact,0.0,2024-11-18,
AUD-0003165,BSCM-000172,Jayanagar,2024-08-16 19:00:00,Notice Issued,INS-0013,Pass,Consumer cooperative,0.0,,
AUD-0003166,BSCM-000254,Whitefield,2024-05-27 06:00:00,Reading Correction,INS-0013,Pending,,0.0,2024-07-09,
AUD-0003167,BSCM-000321,Hebbal,2023-09-13 12:00:00,Seal Verification,INS-0019,Fail,Consumer cooperative,0.0,,
AUD-0003168,BSCM-000145,Yelahanka,2024-08-30 23:00:00,Disconnection Order,INS-0010,Pending,No access to premises,0.0,2024-10-16,
AUD-0003169,BSCM-000217,Marathahalli,2024-01-03 18:00:00,Notice Issued,INS-0003,Fail,No access to premises,25696.33,,
AUD-0003170,BSCM-000282,Hebbal,2023-10-22 05:00:00,Field Inspection,INS-0018,Pending,Bypass wire found,0.0,2023-11-24,ALT-001223
AUD-0003171,BSCM-000265,Hebbal,2023-06-09 21:00:00,Field Inspection,INS-0020,Pass,Bypass wire found,0.0,,ALT-003237
AUD-0003172,BSCM-000150,BTM Layout,2023-03-04 17:00:00,Seal Verification,INS-0006,Pass,No access to premises,0.0,,
AUD-0003173,BSCM-000024,Whitefield,2023-10-28 00:00:00,FIR Filed,INS-0015,Pass,Seal broken — theft suspected,0.0,,ALT-000437
AUD-0003174,BSCM-000309,Marathahalli,2024-08-06 18:00:00,Physical Audit,INS-0018,Pending,Normal reading verified,0.0,2024-09-04,
AUD-0003175,BSCM-000392,Electronic City,2024-07-04 02:00:00,Tariff Update,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0003176,BSCM-000374,Marathahalli,2024-01-14 01:00:00,Physical Audit,INS-0017,Fail,Meter seal intact,0.0,,
AUD-0003177,BSCM-000329,Jayanagar,2024-07-04 23:00:00,Physical Audit,INS-0013,Pass,Meter dead — replaced,0.0,,
AUD-0003178,BSCM-000102,Whitefield,2024-02-24 11:00:00,Physical Audit,INS-0005,Pass,Normal reading verified,0.0,,
AUD-0003179,BSCM-000395,Yelahanka,2024-11-17 20:00:00,Tariff Update,INS-0018,Fail,Consumer cooperative,0.0,,
AUD-0003180,BSCM-000485,Koramangala,2024-09-11 11:00:00,Seal Verification,INS-0011,Fail,No access to premises,0.0,,
AUD-0003181,BSCM-000309,Marathahalli,2023-03-31 01:00:00,Disconnection Order,INS-0013,Fail,Normal reading verified,0.0,,
AUD-0003182,BSCM-000066,Electronic City,2024-07-22 13:00:00,Disconnection Order,INS-0006,Pass,Normal reading verified,0.0,,
AUD-0003183,BSCM-000019,Indiranagar,2023-02-22 07:00:00,Disconnection Order,INS-0011,Pass,Meter seal intact,0.0,,
AUD-0003184,BSCM-000067,Electronic City,2024-08-13 13:00:00,Tariff Update,INS-0012,Escalated,Meter dead — replaced,0.0,2024-10-12,
AUD-0003185,BSCM-000337,Marathahalli,2024-03-10 05:00:00,Tariff Update,INS-0015,Fail,Seal broken — theft suspected,0.0,,
AUD-0003186,BSCM-000364,Rajajinagar,2023-01-22 20:00:00,Seal Verification,INS-0016,Fail,Bypass wire found,0.0,,
AUD-0003187,BSCM-000021,Electronic City,2024-01-20 12:00:00,Field Inspection,INS-0001,Escalated,No access to premises,0.0,2024-03-10,ALT-000805
AUD-0003188,BSCM-000105,Rajajinagar,2023-10-12 04:00:00,Reconnection,INS-0019,Pass,Consumer cooperative,0.0,,
AUD-0003189,BSCM-000493,Yelahanka,2023-11-24 22:00:00,Physical Audit,INS-0012,Fail,,0.0,,
AUD-0003190,BSCM-000081,Electronic City,2024-09-04 01:00:00,Seal Verification,INS-0006,Pass,,0.0,,
AUD-0003191,BSCM-000144,BTM Layout,2024-02-13 06:00:00,Meter Replacement,INS-0003,Pass,Bypass wire found,0.0,,
AUD-0003192,BSCM-000475,Jayanagar,2024-04-07 09:00:00,Physical Audit,INS-0006,Pending,Consumer cooperative,0.0,2024-05-27,
AUD-0003193,BSCM-000225,Indiranagar,2023-03-24 19:00:00,Physical Audit,INS-0017,Pass,Bypass wire found,0.0,,
AUD-0003194,BSCM-000295,Hebbal,2024-07-31 01:00:00,FIR Filed,INS-0016,Pass,Meter dead — replaced,0.0,,ALT-002661
AUD-0003195,BSCM-000471,Electronic City,2023-11-21 09:00:00,Seal Verification,INS-0016,Pass,No access to premises,0.0,,
AUD-0003196,BSCM-000489,Koramangala,2024-06-21 19:00:00,Seal Verification,INS-0009,Pass,Consumer cooperative,0.0,,
AUD-0003197,BSCM-000331,Jayanagar,2024-01-16 08:00:00,FIR Filed,INS-0003,Pass,Seal broken — theft suspected,0.0,,ALT-000650
AUD-0003198,BSCM-000044,Marathahalli,2023-10-04 13:00:00,Physical Audit,INS-0014,Escalated,Seal broken — theft suspected,0.0,2023-11-26,
AUD-0003199,BSCM-000071,Electronic City,2023-09-21 23:00:00,Physical Audit,INS-0006,Escalated,Meter dead — replaced,0.0,2023-10-03,
AUD-0003200,BSCM-000250,Rajajinagar,2023-02-28 08:00:00,Disconnection Order,INS-0013,Pass,Meter seal intact,0.0,,
AUD-0003201,BSCM-000231,Rajajinagar,2023-05-29 19:00:00,Seal Verification,INS-0002,Fail,Consumer cooperative,0.0,,
AUD-0003202,BSCM-000123,Jayanagar,2024-06-01 11:00:00,FIR Filed,INS-0020,Pass,Meter dead — replaced,0.0,,ALT-002936
AUD-0003203,BSCM-000273,Hebbal,2023-09-11 03:00:00,Tariff Update,INS-0005,Pass,,0.0,,
AUD-0003204,BSCM-000362,Jayanagar,2024-12-23 08:00:00,Field Inspection,INS-0011,Pending,Meter seal intact,0.0,2025-01-07,ALT-002570
AUD-0003205,BSCM-000111,Koramangala,2024-06-10 05:00:00,FIR Filed,INS-0002,Pending,No access to premises,0.0,2024-06-26,ALT-001742
AUD-0003206,BSCM-000338,Rajajinagar,2024-12-15 14:00:00,Meter Replacement,INS-0013,Pending,Bypass wire found,0.0,2025-02-07,
AUD-0003207,BSCM-000400,Hebbal,2024-08-14 23:00:00,Notice Issued,INS-0016,Pass,Meter dead — replaced,0.0,,
AUD-0003208,BSCM-000370,Indiranagar,2024-05-22 09:00:00,Seal Verification,INS-0018,Pass,Meter seal intact,0.0,,
AUD-0003209,BSCM-000247,Electronic City,2024-10-10 05:00:00,Reading Correction,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0003210,BSCM-000094,Marathahalli,2023-01-17 17:00:00,FIR Filed,INS-0020,Pass,Normal reading verified,0.0,,ALT-001296
AUD-0003211,BSCM-000126,BTM Layout,2024-12-28 17:00:00,Notice Issued,INS-0010,Pass,Bypass wire found,0.0,,
AUD-0003212,BSCM-000334,Rajajinagar,2023-02-19 04:00:00,Seal Verification,INS-0020,Fail,Meter seal intact,0.0,,
AUD-0003213,BSCM-000333,BTM Layout,2024-02-27 04:00:00,Tariff Update,INS-0001,Pending,Seal broken — theft suspected,0.0,2024-04-15,
AUD-0003214,BSCM-000017,Hebbal,2023-01-29 14:00:00,Disconnection Order,INS-0008,Pass,Bypass wire found,0.0,,
AUD-0003215,BSCM-000355,Indiranagar,2024-11-03 15:00:00,Notice Issued,INS-0003,Pass,Meter seal intact,0.0,,
AUD-0003216,BSCM-000458,Whitefield,2024-04-26 17:00:00,Notice Issued,INS-0019,Fail,Seal broken — theft suspected,45584.18,,
AUD-0003217,BSCM-000475,Jayanagar,2023-07-27 07:00:00,Disconnection Order,INS-0003,Pass,,0.0,,
AUD-0003218,BSCM-000341,Whitefield,2024-09-03 13:00:00,Meter Replacement,INS-0017,Pass,Normal reading verified,0.0,,
AUD-0003219,BSCM-000195,Koramangala,2023-01-24 01:00:00,Field Inspection,INS-0004,Pass,,0.0,,ALT-003351
AUD-0003220,BSCM-000450,Yelahanka,2024-02-01 22:00:00,Seal Verification,INS-0002,Fail,,0.0,,
AUD-0003221,BSCM-000133,Electronic City,2023-08-29 03:00:00,FIR Filed,INS-0002,Escalated,Consumer cooperative,0.0,2023-09-07,ALT-001335
AUD-0003222,BSCM-000202,Hebbal,2023-03-23 06:00:00,Meter Replacement,INS-0019,Fail,Consumer cooperative,0.0,,
AUD-0003223,BSCM-000080,Marathahalli,2023-06-26 11:00:00,Tariff Update,INS-0018,Pass,Consumer cooperative,0.0,,
AUD-0003224,BSCM-000048,BTM Layout,2023-01-05 01:00:00,Tariff Update,INS-0011,Pending,Meter seal intact,0.0,2023-01-21,
AUD-0003225,BSCM-000044,Marathahalli,2024-11-27 03:00:00,Meter Replacement,INS-0017,Pending,Seal broken — theft suspected,0.0,2025-01-17,
AUD-0003226,BSCM-000314,Marathahalli,2024-12-08 15:00:00,Meter Replacement,INS-0001,Pass,Seal broken — theft suspected,0.0,,
AUD-0003227,BSCM-000095,BTM Layout,2023-08-20 15:00:00,Meter Replacement,INS-0001,Pass,Seal broken — theft suspected,0.0,,
AUD-0003228,BSCM-000301,BTM Layout,2023-04-22 14:00:00,Reading Correction,INS-0009,Pass,,0.0,,
AUD-0003229,BSCM-000089,Rajajinagar,2023-02-17 15:00:00,Tariff Update,INS-0017,Pass,Meter dead — replaced,0.0,,
AUD-0003230,BSCM-000001,Electronic City,2023-05-27 07:00:00,Disconnection Order,INS-0015,Pass,No access to premises,0.0,,
AUD-0003231,BSCM-000415,BTM Layout,2023-06-10 15:00:00,Physical Audit,INS-0006,Fail,Seal broken — theft suspected,0.0,,
AUD-0003232,BSCM-000253,Whitefield,2023-07-01 12:00:00,Seal Verification,INS-0017,Pass,,0.0,,
AUD-0003233,BSCM-000440,Whitefield,2024-10-04 06:00:00,Notice Issued,INS-0013,Pass,Meter dead — replaced,0.0,,
AUD-0003234,BSCM-000033,Jayanagar,2024-12-25 08:00:00,Meter Replacement,INS-0003,Pass,No access to premises,0.0,,
AUD-0003235,BSCM-000427,Marathahalli,2023-08-10 11:00:00,Seal Verification,INS-0010,Fail,Bypass wire found,0.0,,
AUD-0003236,BSCM-000181,Marathahalli,2024-12-05 14:00:00,Physical Audit,INS-0017,Pass,Consumer cooperative,0.0,,
AUD-0003237,BSCM-000013,Koramangala,2023-07-15 13:00:00,Reading Correction,INS-0019,Pending,Consumer cooperative,0.0,2023-09-07,
AUD-0003238,BSCM-000208,Electronic City,2023-09-10 14:00:00,Field Inspection,INS-0019,Pass,Bypass wire found,0.0,,ALT-001485
AUD-0003239,BSCM-000287,Koramangala,2023-06-11 00:00:00,Reconnection,INS-0014,Fail,Meter dead — replaced,0.0,,
AUD-0003240,BSCM-000492,Whitefield,2024-10-23 08:00:00,Seal Verification,INS-0006,Fail,Meter seal intact,0.0,,
AUD-0003241,BSCM-000169,Koramangala,2023-06-27 05:00:00,Notice Issued,INS-0013,Pass,,0.0,,
AUD-0003242,BSCM-000311,Jayanagar,2023-04-03 08:00:00,Disconnection Order,INS-0006,Escalated,Meter seal intact,0.0,2023-05-12,
AUD-0003243,BSCM-000006,Rajajinagar,2024-09-10 05:00:00,Notice Issued,INS-0020,Pass,,0.0,,
AUD-0003244,BSCM-000264,BTM Layout,2024-06-18 00:00:00,Seal Verification,INS-0014,Pass,No access to premises,0.0,,
AUD-0003245,BSCM-000252,Rajajinagar,2023-12-22 00:00:00,Seal Verification,INS-0001,Fail,Consumer cooperative,0.0,,
AUD-0003246,BSCM-000423,Yelahanka,2024-06-05 21:00:00,Reading Correction,INS-0005,Escalated,Meter dead — replaced,0.0,2024-07-01,
AUD-0003247,BSCM-000128,Jayanagar,2023-07-25 11:00:00,Disconnection Order,INS-0004,Escalated,Normal reading verified,0.0,2023-08-16,
AUD-0003248,BSCM-000203,Electronic City,2024-06-22 04:00:00,FIR Filed,INS-0004,Pending,Normal reading verified,0.0,2024-07-08,ALT-000241
AUD-0003249,BSCM-000408,Marathahalli,2024-05-10 18:00:00,Disconnection Order,INS-0016,Fail,Normal reading verified,0.0,,
AUD-0003250,BSCM-000001,Electronic City,2023-04-29 04:00:00,Reconnection,INS-0020,Pass,Bypass wire found,0.0,,
AUD-0003251,BSCM-000232,Rajajinagar,2023-03-23 14:00:00,Notice Issued,INS-0009,Fail,,7461.26,,
AUD-0003252,BSCM-000132,BTM Layout,2023-04-08 14:00:00,Reading Correction,INS-0010,Escalated,Seal broken — theft suspected,0.0,2023-05-12,
AUD-0003253,BSCM-000432,Electronic City,2023-02-01 18:00:00,Seal Verification,INS-0017,Pass,Meter dead — replaced,0.0,,
AUD-0003254,BSCM-000202,Hebbal,2023-10-14 20:00:00,Reconnection,INS-0005,Pass,Seal broken — theft suspected,0.0,,
AUD-0003255,BSCM-000084,Koramangala,2023-01-23 08:00:00,Disconnection Order,INS-0002,Pass,Bypass wire found,0.0,,
AUD-0003256,BSCM-000424,BTM Layout,2024-09-10 20:00:00,Seal Verification,INS-0003,Fail,Normal reading verified,0.0,,
AUD-0003257,BSCM-000447,Marathahalli,2023-11-01 13:00:00,Field Inspection,INS-0002,Pass,Consumer cooperative,0.0,,ALT-000973
AUD-0003258,BSCM-000423,Yelahanka,2023-10-10 10:00:00,Seal Verification,INS-0014,Pass,Bypass wire found,0.0,,
AUD-0003259,BSCM-000077,Hebbal,2023-08-07 19:00:00,Reading Correction,INS-0012,Pass,Normal reading verified,0.0,,
AUD-0003260,BSCM-000011,Hebbal,2023-04-26 19:00:00,Field Inspection,INS-0018,Pass,,0.0,,ALT-002933
AUD-0003261,BSCM-000060,Koramangala,2023-03-21 06:00:00,Disconnection Order,INS-0010,Fail,Seal broken — theft suspected,0.0,,
AUD-0003262,BSCM-000448,Whitefield,2024-09-15 21:00:00,Disconnection Order,INS-0009,Pass,Consumer cooperative,0.0,,
AUD-0003263,BSCM-000214,Hebbal,2024-10-25 16:00:00,FIR Filed,INS-0005,Fail,,22471.91,,ALT-003298
AUD-0003264,BSCM-000075,Marathahalli,2023-03-31 09:00:00,Disconnection Order,INS-0008,Pass,Normal reading verified,0.0,,
AUD-0003265,BSCM-000425,Electronic City,2024-02-27 07:00:00,Meter Replacement,INS-0016,Escalated,Normal reading verified,0.0,2024-03-20,
AUD-0003266,BSCM-000117,Indiranagar,2023-08-01 07:00:00,Reconnection,INS-0003,Pass,Normal reading verified,0.0,,
AUD-0003267,BSCM-000055,Jayanagar,2024-05-11 23:00:00,Field Inspection,INS-0017,Pass,Meter seal intact,0.0,,ALT-001959
AUD-0003268,BSCM-000130,Hebbal,2023-04-22 07:00:00,Physical Audit,INS-0017,Pass,,0.0,,
AUD-0003269,BSCM-000405,Yelahanka,2023-07-07 20:00:00,Disconnection Order,INS-0001,Pass,,0.0,,
AUD-0003270,BSCM-000076,Hebbal,2023-04-24 03:00:00,Meter Replacement,INS-0012,Escalated,No access to premises,0.0,2023-06-01,
AUD-0003271,BSCM-000438,Hebbal,2023-12-23 17:00:00,Field Inspection,INS-0014,Fail,No access to premises,0.0,,ALT-002971
AUD-0003272,BSCM-000218,Rajajinagar,2023-04-27 17:00:00,Field Inspection,INS-0014,Fail,Consumer cooperative,0.0,,ALT-002209
AUD-0003273,BSCM-000472,Whitefield,2024-04-28 10:00:00,Tariff Update,INS-0007,Pass,Seal broken — theft suspected,0.0,,
AUD-0003274,BSCM-000347,Koramangala,2023-06-13 23:00:00,Reconnection,INS-0013,Pass,,0.0,,
AUD-0003275,BSCM-000500,Yelahanka,2023-06-19 05:00:00,FIR Filed,INS-0010,Pending,Meter seal intact,0.0,2023-07-31,ALT-002297
AUD-0003276,BSCM-000328,Electronic City,2023-06-22 14:00:00,Tariff Update,INS-0018,Pass,Meter dead — replaced,0.0,,
AUD-0003277,BSCM-000340,Yelahanka,2023-03-27 00:00:00,Reconnection,INS-0017,Pass,Bypass wire found,0.0,,
AUD-0003278,BSCM-000015,Indiranagar,2023-11-17 01:00:00,Meter Replacement,INS-0020,Pass,,0.0,,
AUD-0003279,BSCM-000254,Whitefield,2024-01-02 09:00:00,Meter Replacement,INS-0007,Escalated,Meter dead — replaced,0.0,2024-02-06,
AUD-0003280,BSCM-000300,Jayanagar,2023-11-21 07:00:00,FIR Filed,INS-0007,Pass,,0.0,,ALT-000192
AUD-0003281,BSCM-000488,Marathahalli,2024-12-25 18:00:00,FIR Filed,INS-0018,Pending,Meter dead — replaced,0.0,2025-01-27,ALT-001207
AUD-0003282,BSCM-000343,Marathahalli,2024-10-07 11:00:00,Field Inspection,INS-0020,Pass,Seal broken — theft suspected,0.0,,ALT-000670
AUD-0003283,BSCM-000224,Jayanagar,2024-05-21 18:00:00,Field Inspection,INS-0014,Fail,Meter seal intact,0.0,,ALT-002216
AUD-0003284,BSCM-000160,Marathahalli,2024-07-25 17:00:00,Field Inspection,INS-0016,Pending,Normal reading verified,0.0,2024-08-10,ALT-003070
AUD-0003285,BSCM-000351,Whitefield,2023-02-17 14:00:00,FIR Filed,INS-0014,Pass,Seal broken — theft suspected,0.0,,ALT-000412
AUD-0003286,BSCM-000072,Hebbal,2023-02-02 22:00:00,Field Inspection,INS-0018,Escalated,Consumer cooperative,0.0,2023-03-27,ALT-002079
AUD-0003287,BSCM-000303,Yelahanka,2023-11-27 08:00:00,Physical Audit,INS-0017,Pass,,0.0,,
AUD-0003288,BSCM-000429,Koramangala,2024-05-14 19:00:00,Seal Verification,INS-0002,Pass,Meter dead — replaced,0.0,,
AUD-0003289,BSCM-000033,Jayanagar,2023-05-03 16:00:00,Reconnection,INS-0002,Fail,No access to premises,0.0,,
AUD-0003290,BSCM-000322,Indiranagar,2024-10-31 11:00:00,Reading Correction,INS-0009,Pass,Normal reading verified,0.0,,
AUD-0003291,BSCM-000417,Yelahanka,2023-02-08 20:00:00,Seal Verification,INS-0005,Fail,Seal broken — theft suspected,0.0,,
AUD-0003292,BSCM-000459,Marathahalli,2024-04-21 18:00:00,Field Inspection,INS-0015,Pass,Seal broken — theft suspected,0.0,,ALT-002366
AUD-0003293,BSCM-000412,Yelahanka,2024-05-20 20:00:00,FIR Filed,INS-0005,Pass,,0.0,,ALT-000076
AUD-0003294,BSCM-000071,Electronic City,2024-03-08 23:00:00,Notice Issued,INS-0003,Fail,Bypass wire found,12697.96,,
AUD-0003295,BSCM-000180,Whitefield,2023-04-13 15:00:00,Field Inspection,INS-0007,Fail,Meter dead — replaced,0.0,,ALT-003024
AUD-0003296,BSCM-000045,Hebbal,2023-01-24 10:00:00,Reading Correction,INS-0001,Pass,Bypass wire found,0.0,,
AUD-0003297,BSCM-000283,Koramangala,2023-05-28 17:00:00,Notice Issued,INS-0008,Pass,No access to premises,0.0,,
AUD-0003298,BSCM-000346,Electronic City,2024-12-20 14:00:00,Meter Replacement,INS-0002,Fail,,0.0,,
AUD-0003299,BSCM-000247,Electronic City,2023-07-05 05:00:00,Reconnection,INS-0008,Fail,Meter dead — replaced,0.0,,
AUD-0003300,BSCM-000443,BTM Layout,2023-03-11 04:00:00,Meter Replacement,INS-0010,Pass,Meter dead — replaced,0.0,,
AUD-0003301,BSCM-000253,Whitefield,2023-01-29 19:00:00,Notice Issued,INS-0020,Pass,,0.0,,
AUD-0003302,BSCM-000020,Whitefield,2024-08-10 14:00:00,Field Inspection,INS-0009,Fail,Meter dead — replaced,0.0,,ALT-000060
AUD-0003303,BSCM-000363,Jayanagar,2023-12-14 01:00:00,Meter Replacement,INS-0018,Pass,No access to premises,0.0,,
AUD-0003304,BSCM-000403,Electronic City,2024-07-18 03:00:00,Tariff Update,INS-0002,Fail,Meter seal intact,0.0,,
AUD-0003305,BSCM-000288,Jayanagar,2023-12-28 20:00:00,Field Inspection,INS-0009,Escalated,Meter seal intact,0.0,2024-01-23,ALT-003001
AUD-0003306,BSCM-000446,Whitefield,2023-07-05 02:00:00,Reading Correction,INS-0002,Pass,Meter seal intact,0.0,,
AUD-0003307,BSCM-000032,Yelahanka,2024-12-24 01:00:00,Disconnection Order,INS-0010,Pass,Normal reading verified,0.0,,
AUD-0003308,BSCM-000397,Marathahalli,2023-10-15 23:00:00,Field Inspection,INS-0006,Pass,Seal broken — theft suspected,0.0,,ALT-001484
AUD-0003309,BSCM-000006,Rajajinagar,2023-03-01 03:00:00,Reading Correction,INS-0006,Pending,Meter seal intact,0.0,2023-04-18,
AUD-0003310,BSCM-000157,Indiranagar,2023-04-27 08:00:00,FIR Filed,INS-0009,Pending,Normal reading verified,0.0,2023-05-12,ALT-001618
AUD-0003311,BSCM-000180,Whitefield,2024-12-10 09:00:00,Seal Verification,INS-0010,Fail,Meter dead — replaced,0.0,,
AUD-0003312,BSCM-000020,Whitefield,2023-12-30 15:00:00,Reconnection,INS-0019,Pass,Seal broken — theft suspected,0.0,,
AUD-0003313,BSCM-000068,Jayanagar,2024-09-20 00:00:00,Field Inspection,INS-0007,Pass,Consumer cooperative,0.0,,ALT-002271
AUD-0003314,BSCM-000088,Koramangala,2023-03-02 20:00:00,Notice Issued,INS-0008,Pass,Seal broken — theft suspected,0.0,,
AUD-0003315,BSCM-000192,Koramangala,2024-08-05 03:00:00,Notice Issued,INS-0004,Pass,Bypass wire found,0.0,,
AUD-0003316,BSCM-000193,Rajajinagar,2023-02-17 14:00:00,FIR Filed,INS-0019,Pass,Normal reading verified,0.0,,ALT-000862
AUD-0003317,BSCM-000306,Koramangala,2024-07-13 05:00:00,Tariff Update,INS-0007,Pass,Meter dead — replaced,0.0,,
AUD-0003318,BSCM-000182,Electronic City,2024-03-06 19:00:00,Physical Audit,INS-0012,Pending,Bypass wire found,0.0,2024-04-14,
AUD-0003319,BSCM-000181,Marathahalli,2023-03-15 11:00:00,FIR Filed,INS-0009,Pass,No access to premises,0.0,,ALT-000984
AUD-0003320,BSCM-000094,Marathahalli,2023-12-04 04:00:00,Disconnection Order,INS-0015,Pass,,0.0,,
AUD-0003321,BSCM-000346,Electronic City,2024-06-20 15:00:00,Disconnection Order,INS-0016,Pass,No access to premises,0.0,,
AUD-0003322,BSCM-000305,Yelahanka,2023-07-21 23:00:00,Meter Replacement,INS-0013,Pass,Meter seal intact,0.0,,
AUD-0003323,BSCM-000398,Whitefield,2023-11-24 01:00:00,Meter Replacement,INS-0008,Escalated,No access to premises,0.0,2024-01-08,
AUD-0003324,BSCM-000464,Indiranagar,2023-03-29 00:00:00,Tariff Update,INS-0005,Escalated,Seal broken — theft suspected,0.0,2023-05-19,
